,filename,type,sample,pre1,pre2,norm1,norm2,nnorm,nvict,area_S6,I_S6,redox_S6,redox_S6_L2021,redox_S6_J2010,redox_S6_LL2023
0,DR04_morning_Smaps1_POI1_01.dat,0,DR04,-20,-10,42,60,0,4,,0.43386658025170205,0.0,,0.02352055168099132,0.04317409747230294
1,DR04_morning_Smaps1_POI1_02.dat,0,DR04,-20,-10,42,60,0,4,,0.4534361370164385,0.0,,0.035346669278306764,0.07640631954948007
2,DR04_morning_Smaps1_POI1_03.dat,0,DR04,-20,-10,42,60,0,4,,0.45734281603978194,0.0,,0.03784744025234699,0.08304048231815064
3,DR04_morning_Smaps1_POI1_04.dat,1,DR04,-20,-10,42,60,0,4,0.08722729397351126,0.48272988198120376,0.0,0.07409230188315648,0.05510032827789513,0.12615176089210012
4,DR04_morning_Smaps1_POI2_01.dat,0,DR04,-20,-10,42,60,0,4,,0.40763983144145544,0.0,,0.009762996511661681,-0.0013630962568363936
5,DR04_morning_Smaps1_POI2_02.dat,0,DR04,-20,-10,42,60,0,4,,0.4332584591124183,0.0,,0.023172989857971782,0.042141410989238626
6,DR04_morning_Smaps1_POI2_03.dat,0,DR04,-20,-10,42,60,0,4,,0.4491643699179211,0.0,,0.03266337824554788,0.0691521791217461
7,DR04_morning_Smaps1_POI2_04.dat,1,DR04,-20,-10,42,60,0,4,0.07864387649212125,0.48150537975091623,0.0,0.06668442227574917,0.05423096830597984,0.1240723612132969
8,DR04_morning_Smaps1_POI3_01.dat,0,DR04,-20,-10,42,60,0,4,,0.4422297699056107,0.0,,0.028425849458967978,0.05737612458990515
9,DR04_morning_Smaps1_POI3_02.dat,0,DR04,-20,-10,42,60,0,4,,0.4513402418649466,0.0,,0.03402335723355798,0.07284715599957459
10,DR04_morning_Smaps1_POI3_03.dat,0,DR04,-20,-10,42,60,0,4,,0.4628082058417808,0.0,,0.04141844544411233,0.09232158407338553
11,DR04_morning_Smaps1_POI3_04.dat,1,DR04,-20,-10,42,60,0,4,0.09115963174360796,0.4824088614821415,0.0,0.07749461736074603,0.05487207008904693,0.12560661699106979
12,DR04_morning_Smaps1_POI4_01.dat,0,DR04,-20,-10,42,60,0,4,,0.4394461335257439,0.0,,0.026767602243185307,0.052649066973325165
13,DR04_morning_Smaps1_POI4_02.dat,0,DR04,-20,-10,42,60,0,4,,0.4436937001710044,0.0,,0.029307898447708647,0.05986211117968465
14,DR04_morning_Smaps1_POI4_03.dat,0,DR04,-20,-10,42,60,0,4,,0.45438471072174486,0.0,,0.035949821369114954,0.07801714867608123
15,DR04_morning_Smaps1_POI4_04.dat,1,DR04,-20,-10,42,60,0,4,0.08513369449658784,0.47503275601255185,0.0,0.07228307568966927,0.04969557870829855,0.11308081592275998
16,DR04_morning_Smaps1_POI5_01.dat,0,DR04,-20,-10,42,60,0,4,,0.44215484253840087,0.0,,0.028380887644260278,0.057248885994943044
17,DR04_morning_Smaps1_POI5_02.dat,0,DR04,-20,-10,42,60,0,4,,0.43165959302038476,0.0,,0.02226524969874133,0.03942628188943842
18,DR04_morning_Smaps1_POI5_03.dat,0,DR04,-20,-10,42,60,0,4,,0.45010892841733036,0.0,,0.0332520075677204,0.0707561897896739
19,DR04_morning_Smaps1_POI5_04.dat,1,DR04,-20,-10,42,60,0,4,0.07544975824704944,0.47298919978895765,0.0,0.06393427232669932,0.04828508982564339,0.10961053220268846
20,DR04_morning_Smaps1_POI6_01.dat,0,DR04,-20,-10,42,60,0,4,,0.6415789100455095,0.0,,0.19293993798314957,0.39590269295659786
21,DR04_morning_Smaps1_POI6_02.dat,0,DR04,-20,-10,42,60,0,4,,0.6252825100957498,0.0,,0.17648404877878665,0.36822881210688996
22,DR04_morning_Smaps1_POI6_03.dat,0,DR04,-20,-10,42,60,0,4,,0.6347503714166725,0.0,,0.18596551015730967,0.38430674753462446
23,DR04_morning_Smaps1_POI6_04.dat,1,DR04,-20,-10,42,60,0,4,0.41241603657429426,0.797319817912008,0.0,0.37355477419979216,0.4020988664234315,0.6603755422368085
24,DR08_02_Smaps1_POI1_01.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.45110449011076015,0.0,,0.033875321371129585,0.07244681199871672
25,DR08_02_Smaps1_POI1_02.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.45667289429772373,0.0,,0.03741548952618856,0.08190284857539132
26,DR08_02_Smaps1_POI1_03.dat,1,MAYOBS-DR08-02,-20,-10,42,60,0,4,0.09191081176747547,0.4855422062198444,0.0,0.07814515887311856,0.057110334118924744,0.1309275350588377
27,DR08_02_Smaps1_POI2_01.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.42922483122687793,0.0,,0.02090002890890319,0.03529166884737678
28,DR08_02_Smaps1_POI2_02.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.45604998508784417,0.0,,0.037015000825179944,0.080845049594786
29,DR08_02_Smaps1_POI2_03.dat,1,MAYOBS-DR08-02,-20,-10,42,60,0,4,0.07910889733332163,0.48271535552421974,0.0,0.0670851021617333,0.05508999414189497,0.12612709265611033
30,DR08_02_Smaps1_POI3_01.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.4315503178982507,0.0,,0.022203532683212956,0.039240715339826426
31,DR08_02_Smaps1_POI3_02.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.45257779648501745,0.0,,0.03480316137504058,0.07494872071364822
32,DR08_02_Smaps1_POI6_01.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.4561752271908981,0.0,,0.0370954338438827,0.08105773061930466
33,DR08_02_Smaps1_POI6_02.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.45674740289257876,0.0,,0.03746346781625831,0.08202937602824312
34,DR08_02_Smaps1_POI6_03.dat,1,MAYOBS-DR08-02,-20,-10,42,60,0,4,0.09055340924587005,0.4861106232589282,0.0,0.07696975545701386,0.05751882394264474,0.13189279766045792
35,DR08_02_Smaps1_POI7_01.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.4428628493686131,0.0,,0.028806457644311223,0.058451194279010577
36,DR08_02_Smaps1_POI7_02.dat,0,MAYOBS-DR08-02,-20,-10,42,60,0,4,,0.456818482609355,0.0,,0.037509252913307645,0.08215008070037688
37,DR17-04-02-Smap1_POI1_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.629042641779785,0.0,,0.18022410082113605,0.3746141141689405
38,DR17-04-02-Smap1_POI1_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6149406593692539,0.0,,0.16636308385008403,0.35066670356433827
39,DR17-04-02-Smap1_POI1_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.2504217509062617,0.6732076183615864,0.0,0.21979469232265592,0.2269210707696515,0.44961327370251203
40,DR17-04-02-Smap1_POI1_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3390561514927239,0.7196756486024712,0.0,0.30279695469119394,0.2831166468052144,0.5285233849032278
41,DR17-04-02-Smap1_POI1_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.33617001754066456,0.7107752780118091,0.0,0.30005132727832373,0.2716637578851674,0.5134091390573001
42,DR17-04-02-Smap1_POI2_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.635657429835224,0.0,,0.18688521779891054,0.3858470770967428
43,DR17-04-02-Smap1_POI2_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6220001908300766,0.0,,0.1732459183235041,0.36265491157984253
44,DR17-04-02-Smap1_POI2_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3525858907172282,0.7514402087131133,0.0,0.31570651185606835,0.32724327346219173,0.5824646636184851
45,DR17-04-02-Smap1_POI2_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3112584098115063,0.7344954939330205,0.0,0.2764725068434043,0.30303364958466744,0.5536898410010831
46,DR17-04-02-Smap1_POI2_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3368129814310143,0.7493147975975583,0.0,0.300662739614891,0.3241162181816487,0.5788553772638396
47,DR17-04-02-Smap1_POI3_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6544082331940825,0.0,,0.20637433030677976,0.41768892557794723
48,DR17-04-02-Smap1_POI3_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6190645540565689,0.0,,0.17037039840361967,0.3576697331024776
49,DR17-04-02-Smap1_POI3_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.36127510870856455,0.7629752795438297,0.0,0.3240308879286298,0.3446987995845531,0.6020530498109151
50,DR17-04-02-Smap1_POI3_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.2726371592765183,0.7065065826633844,0.0,0.2403427478575627,0.2662968866186203,0.5061602149501234
51,DR17-04-02-Smap1_POI3_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.28703929918078386,0.6997237617481354,0.0,0.2537553445287461,0.25792869234202886,0.49464190548225373
52,DR17-04-02-Smap1_POI4_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6032797606897378,0.0,,0.15522745760412004,0.330864641657886
53,DR17-04-02-Smap1_POI4_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6304489818527449,0.0,,0.18163147176136085,0.37700230344591246
54,DR17-04-02-Smap1_POI4_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.25776686867561194,0.6969433351165855,0.0,0.22656960189916073,0.25455299172089463,0.4899202985291793
55,DR17-04-02-Smap1_POI4_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3808902334057715,0.7594565718064343,0.0,0.3429186299347816,0.3392852821180652,0.5960777240352941
56,DR17-04-02-Smap1_POI4_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.32858045568075855,0.7347809456419798,0.0,0.2928450287521933,0.3034283155683826,0.5541745834353902
57,DR17-04-02-Smap1_POI5_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6305095435355452,0.0,,0.18169218351789274,0.377105146822305
58,DR17-04-02-Smap1_POI5_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6151361130204244,0.0,,0.16655217680913548,0.3509986149724289
59,DR17-04-02-Smap1_POI5_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3574329373208115,0.7190257722292274,0.0,0.3203468138081061,0.2822679804824234,0.5274197913871361
60,DR17-04-02-Smap1_POI5_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.3328895098946465,0.7499766238105742,0.0,0.2969340313958793,0.3250870584573539,0.5799792635098007
61,DR17-04-02-Smap1_POI5_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.29481824909115173,0.7158566466343801,0.0,0.2610297199562579,0.27815783897493906,0.5220381117290558
62,DR17-04-02-Smap1_POI6_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6144169409889313,0.0,,0.16585681482359937,0.34977734639953306
63,DR17-04-02-Smap1_POI6_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.620533554318466,0.0,,0.17180691007677096,0.3601643293532606
64,DR17-04-02-Smap1_POI6_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.28424152898868843,0.6711637578614059,0.0,0.25114417730601946,0.22463376344960795,0.44614247327236844
65,DR17-04-02-Smap1_POI6_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.33725591444036995,0.7160729361875111,0.0,0.30108402034887494,0.27843686780765375,0.5224054058149175
66,DR17-04-02-Smap1_POI6_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.2878319592828639,0.7253479996582862,0.0,0.25449562976446666,0.29061027525789257,0.5381559398073956
67,DR17-04-02-Smap1_POI7_01.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.610047803326348,0.0,,0.16165605284119433,0.3423578552565163
68,DR17-04-02-Smap1_POI7_02.dat,0,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,,0.6344180922667577,0.0,,0.18562910443768388,0.3837424846525197
69,DR17-04-02-Smap1_POI7_03.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.35603028118086866,0.7363120414412827,0.0,0.3190031489309011,0.30555262930527,0.5567746277918137
70,DR17-04-02-Smap1_POI7_04.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.31682586328945306,0.727650811658438,0.0,0.281723433913981,0.29369757890777304,0.5420664810992113
71,DR17-04-02-Smap1_POI7_05.dat,1,MAYOBS-DR17-04-02,-20,-10,42,60,0,4,0.32572620424674553,0.6923999858914878,0.0,0.2901400793741074,0.2491027892297435,0.48220496842550076
72,DR_07_02_07_Smaps1_POI10_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.6209675756391181,0.0,,0.17223225284206767,0.3609013666345613
73,DR_07_02_07_Smaps1_POI10_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.6521138434653541,0.0,,0.20393861501203825,0.4137926866434971
74,DR_07_02_07_Smaps1_POI10_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3373620381355962,0.6748811634563616,0.0,0.30118496640603604,0.22880419810953945,0.45245521963487767
75,DR_07_02_07_Smaps1_POI10_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3225516126519052,0.646983565762533,0.0,0.2871348632069434,0.19854522407102382,0.4050806585691078
76,DR_07_02_07_Smaps1_POI10_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.272025376341428,0.6768584733553704,0.0,0.23977459115291483,0.23104119785003097,0.45581300655203827
77,DR_07_02_07_Smaps1_POI1_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5635897851878329,0.0,,0.11930583258316385,0.2634647461991507
78,DR_07_02_07_Smaps1_POI1_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5706930661153192,0.0,,0.12552201208883473,0.27552724777221493
79,DR_07_02_07_Smaps1_POI1_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.23715521567356238,0.6140816063354638,0.0,0.20760543837891252,0.16553296267950723,0.34920789478608194
80,DR_07_02_07_Smaps1_POI1_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.23293201314392764,0.6330302854013207,0.0,0.20373797259808296,0.18422698415110972,0.381385767711667
81,DR_07_02_07_Smaps1_POI1_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2438498664247203,0.6287435650184342,0.0,0.213748839407827,0.17992540912669386,0.37410623422710954
82,DR_07_02_07_Smaps1_POI2_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5636492210125638,0.0,,0.1193574730082978,0.2635656776893496
83,DR_07_02_07_Smaps1_POI2_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5562860646547526,0.0,,0.11300769289367063,0.2510618662738203
84,DR_07_02_07_Smaps1_POI2_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.26661984067346073,0.6343380757389491,0.0,0.2347601610389488,0.18554813468911235,0.38360660385287004
85,DR_07_02_07_Smaps1_POI2_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3080613698026918,0.639985467670036,0.0,0.2734620840773501,0.19130189082418447,0.3931967741907554
86,DR_07_02_07_Smaps1_POI2_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2577283263398008,0.6453904031791057,0.0,0.22653400283659447,0.1968848928079705,0.4023752149346913
87,DR_07_02_07_Smaps1_POI3_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5360447476497447,0.0,,0.09604769836651106,0.21668888839130251
88,DR_07_02_07_Smaps1_POI3_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5831595522412477,0.0,,0.1366513400460192,0.2966973253799733
89,DR_07_02_07_Smaps1_POI3_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2938636734515866,0.678043912649492,0.0,0.26013593305161276,0.23238867391360285,0.4578260711479747
90,DR_07_02_07_Smaps1_POI3_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3817714545911496,0.7099857377305218,0.0,0.3437703031309894,0.2706650929591865,0.5120683739964431
91,DR_07_02_07_Smaps1_POI3_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3865367799481269,0.7242978873140676,0.0,0.34838050674510945,0.2892111731400888,0.5363726819110317
92,DR_07_02_07_Smaps1_POI4_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5653560374337203,0.0,,0.12084310688704358,0.266464123629375
93,DR_07_02_07_Smaps1_POI4_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.563881165433875,0.0,,0.11955905639027264,0.26395955623301026
94,DR_07_02_07_Smaps1_POI4_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.30284092462656403,0.6193077116640555,0.0,0.2685539814373913,0.17060784735437007,0.3580826534209547
95,DR_07_02_07_Smaps1_POI4_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.23084394152627005,0.6437073411401438,0.0,0.20182807117668236,0.19513819995946957,0.39951710771638016
96,DR_07_02_07_Smaps1_POI4_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.24980861976641258,0.6684302306900036,0.0,0.21923000472123172,0.22159578484198772,0.44150050906714267
97,DR_07_02_07_Smaps1_POI5_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5600065774378399,0.0,,0.11620416024570424,0.25737988913631715
98,DR_07_02_07_Smaps1_POI5_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5661733492148586,0.0,,0.12155633919703557,0.26785204911709093
99,DR_07_02_07_Smaps1_POI5_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3392224888295825,0.6583276792617005,0.0,0.30295528216809736,0.21057000924118763,0.42434476881979877
100,DR_07_02_07_Smaps1_POI5_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2982562583762712,0.622700194039,0.0,0.2642514090513073,0.17393444195778063,0.3638436284411053
101,DR_07_02_07_Smaps1_POI5_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.23324722506144402,0.6666173008109436,0.0,0.20402641951296588,0.21959405219695338,0.43842186558657925
102,DR_07_02_07_Smaps1_POI6_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5754344962442998,0.0,,0.12972160570312397,0.28357895077724327
103,DR_07_02_07_Smaps1_POI6_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5824107894607339,0.0,,0.13597487022040255,0.29542580700557663
104,DR_07_02_07_Smaps1_POI6_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2528318221356008,0.6482323397809854,0.0,0.2220156063260197,0.19985141713434518,0.4072012756073127
105,DR_07_02_07_Smaps1_POI6_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3428872651183146,0.6962835394147407,0.0,0.30644601683957884,0.25375647533864476,0.4887998604143631
106,DR_07_02_07_Smaps1_POI6_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2712383058111053,0.6601975943507474,0.0,0.23904383741106217,0.21258750895208955,0.4275201822566861
107,DR_07_02_07_Smaps1_POI7_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5313946626209483,0.0,,0.09225531866131376,0.2087923039048729
108,DR_07_02_07_Smaps1_POI7_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5855639332624476,0.0,,0.13883061084483161,0.300780347035254
109,DR_07_02_07_Smaps1_POI7_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3230456121481044,0.6267512021421479,0.0,0.2876022766377908,0.17794097490515437,0.3707228849587001
110,DR_07_02_07_Smaps1_POI7_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2853513967836447,0.6298842399615125,0.0,0.2521796955613119,0.1810657513237116,0.3760432818302806
111,DR_07_02_07_Smaps1_POI7_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.23283970661347012,0.6590412310915716,0.0,0.20365351043913238,0.21133866023159875,0.4255564933958291
112,DR_07_02_07_Smaps1_POI8_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.565854365399728,0.0,,0.12127783449946228,0.2673103638295351
113,DR_07_02_07_Smaps1_POI8_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5614388591771616,0.0,,0.11744123217789504,0.25981213149164706
114,DR_07_02_07_Smaps1_POI8_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.28748569282086545,0.6298656091915374,0.0,0.254172216006289,0.18104710120674983,0.37601164381758956
115,DR_07_02_07_Smaps1_POI8_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3179093441549734,0.6314042188152367,0.0,0.2827465644743055,0.18259009804743642,0.3786244478437384
116,DR_07_02_07_Smaps1_POI8_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.20655451128749275,0.6401433256687807,0.0,0.17972223273804136,0.19146387701776468,0.39346484219730304
117,DR_07_02_07_Smaps1_POI9_01.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5831744305419271,0.0,,0.13666479235978612,0.2967225911025573
118,DR_07_02_07_Smaps1_POI9_02.dat,0,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,,0.5651667723693323,0.0,,0.12067811300385323,0.26614272142661655
119,DR_07_02_07_Smaps1_POI9_03.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.2221097287282193,0.6074379791604784,0.0,0.1938555090634922,0.15916595157397673,0.33792595844325546
120,DR_07_02_07_Smaps1_POI9_04.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.3152871594904653,0.6443242425244933,0.0,0.28027113573932205,0.19577755595269664,0.40056470445302983
121,DR_07_02_07_Smaps1_POI9_05.dat,1,MAYOBS-DR-07-02-07,-20,-10,42,60,0,4,0.31405293131333967,0.6418306600360209,0.0,0.27910680852212394,0.1931993334444857,0.3963302045090147
122,DR_13_01_01_Smap1_POI1_01.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5376158713134856,0.0,,0.09733790503364104,0.21935690643237693
123,DR_13_01_01_Smap1_POI1_02.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5863858524871024,0.0,,0.13957804878211177,0.3021760966953817
124,DR_13_01_01_Smap1_POI1_03.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.3087605720298448,0.6135183756639108,0.0,0.2741201698871057,0.16498956077443505,0.3482514394619911
125,DR_13_01_01_Smap1_POI1_04.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.2884323988567987,0.6250746585953801,0.0,0.25505654036772,0.17627826499159505,0.36787584717761757
126,DR_13_01_01_Smap1_POI1_05.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.2479878726190278,0.6084750037738279,0.0,0.21755388292068198,0.1601537086605368,0.33968699128956037
127,DR_13_01_01_Smap1_POI2_01.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5789535321559435,0.0,,0.13286480415220292,0.28955483384496994
128,DR_13_01_01_Smap1_POI2_02.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5682909039450386,0.0,,0.12340977287396604,0.2714479940789474
129,DR_13_01_01_Smap1_POI2_03.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.29913586201780923,0.6222486804494867,0.0,0.2650763260231506,0.1734902061375625,0.3630768865032088
130,DR_13_01_01_Smap1_POI2_04.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.2812849960161591,0.6083236811630166,0.0,0.2483877846251759,0.16000943632305586,0.33943002141189615
131,DR_13_01_01_Smap1_POI2_05.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.20117687568259762,0.6284634174872449,0.0,0.17485568843111218,0.17964581366853216,0.373630499130869
132,DR_13_01_01_Smap1_POI3_01.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5314402685300827,0.0,,0.09229232086630368,0.20886974999721974
133,DR_13_01_01_Smap1_POI3_02.dat,0,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,,0.5639881396231065,0.0,,0.11965206007235529,0.26414121543233715
134,DR_13_01_01_Smap1_POI3_03.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.22301848647036326,0.5903614603554556,0.0,0.1946837878740193,0.1432113197369651,0.30892731161359377
135,DR_13_01_01_Smap1_POI3_04.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.2265359199450095,0.6021336934399645,0.0,0.1978924180504114,0.1541481187991337,0.3289184370597076
136,DR_13_01_01_Smap1_POI3_05.dat,1,MAYOBS-DR-13-01-01,-20,-10,42,60,0,4,0.20801383924929023,0.6203905484184729,0.0,0.18104459502910533,0.17166685588439623,0.35992148257425316
